job_id,job_title,job_category,company_name,company_size,company_type,city,education,experience,salary_min,salary_max,salary_avg,skills,job_description,requirements,publish_date,views,applications
JOB853448,产品助理,产品,商汤科技,20-99人,其他,武汉,大专,10年以上,12636,20534,16585,"原型设计,用户研究,数据分析,产品设计,PRD文档,Figma","跟踪产品上线后的数据表现
负责产品助理的产品规划和设计
进行用户调研和需求分析","熟练使用Axure、Figma等设计工具
大专及以上学历
有相关行业产品经验者优先
10年以上以上产品经理经验",2026-02-26,233,96
JOB926823,算法工程师,技术,蚂蚁集团,20-99人,互联网,广州,大专,10年以上,22218,36105,29161,"深度学习,MongoDB,分布式系统,Scikit-learn,Vue","参与技术方案评审，解决技术难题
持续优化系统性能和用户体验
编写高质量、可维护的代码","10年以上以上相关工作经验
有大型项目经验者优先
大专及以上学历，计算机相关专业优先
具备良好的编程基础和算法能力",2026-02-10,3849,14
JOB407696,产品经理,产品,平安科技,100-499人,能源,长沙,本科,应届生,3791,6161,4976,"PRD文档,原型设计,产品设计,需求分析,数据分析,Figma","负责产品经理的产品规划和设计
编写产品需求文档（PRD）
进行用户调研和需求分析","本科及以上学历
具备良好的产品思维和用户洞察力
熟练使用Axure、Figma等设计工具
应届生以上产品经理经验",2026-02-11,3702,103
JOB455505,用户研究,产品,比亚迪,100-499人,金融,重庆,博士,3-5年,20317,33015,26666,"需求分析,Axure,Figma,PRD文档,原型设计,用户研究","负责用户研究的产品规划和设计
跟踪产品上线后的数据表现
进行用户调研和需求分析","有相关行业产品经验者优先
具备良好的产品思维和用户洞察力
具备优秀的沟通协调能力
3-5年以上产品经理经验",2026-02-15,3590,47
JOB823270,品牌经理,市场,商汤科技,1000-9999人,房地产,南京,大专,不限,5238,8512,6875,"渠道拓展,品牌推广,营销策划,媒介投放,市场调研","分析市场动态和竞争对手
制定市场推广策略和计划
负责品牌经理相关的市场推广工作","不限以上市场推广经验
具备良好的商务谈判能力
熟悉各类营销渠道和推广方式
大专及以上学历",2026-03-02,650,65
JOB916332,财务专员,职能,字节跳动,1000-9999人,教育,成都,博士,10年以上,24166,39270,31718,"PPT,绩效考核,薪酬管理,招聘,培训,沟通协调","整理和归档相关文件资料
协调各部门之间的沟通
协助部门完成日常管理工作","有相关行业经验者优先
具备良好的沟通协调能力
10年以上以上相关工作经验
博士及以上学历",2026-03-06,1624,132
JOB642895,媒介专员,市场,中兴通讯,20-99人,其他,上海,硕士,3-5年,15958,25932,20945,"渠道拓展,媒介投放,市场调研,品牌推广,营销策划","负责媒介专员相关的市场推广工作
组织市场活动和品牌宣传
分析市场动态和竞争对手","有相关行业资源者优先
熟悉各类营销渠道和推广方式
硕士及以上学历
具备市场策划和执行能力",2026-02-04,2718,175
JOB464301,人力资源,职能,当当网,20-99人,教育,西安,不限,3-5年,5856,9517,7686,"薪酬管理,招聘,培训,PPT,Excel","协调各部门之间的沟通
负责人力资源相关工作
协助部门完成日常管理工作","工作认真负责，细致耐心
有相关行业经验者优先
具备良好的沟通协调能力
3-5年以上相关工作经验",2026-02-09,4619,38
JOB741674,Python开发工程师,技术,海尔,1000-9999人,房地产,杭州,博士,不限,15428,25071,20249,"分布式系统,TensorFlow,JavaScript,React,MongoDB,Scikit-learn","负责Python开发工程师相关的系统设计和开发工作
参与技术方案评审，解决技术难题
参与需求分析、系统设计、编码实现和测试","有大型项目经验者优先
具备良好的沟通能力和团队协作精神
具备良好的编程基础和算法能力
博士及以上学历，计算机相关专业优先",2026-02-06,4616,168
JOB716338,UX设计师,产品,百度,0-20人,能源,深圳,博士,10年以上,55028,89421,72224,"Figma,需求分析,数据分析,原型设计","进行用户调研和需求分析
编写产品需求文档（PRD）
协调开发、设计、测试等团队资源","具备良好的产品思维和用户洞察力
博士及以上学历
有相关行业产品经验者优先
具备优秀的沟通协调能力",2026-02-14,4612,75
JOB231250,财务专员,职能,格力,10000人以上,教育,苏州,不限,应届生,3798,6171,4984,"绩效考核,PPT,Excel,沟通协调","整理和归档相关文件资料
负责财务专员相关工作
协调各部门之间的沟通","不限及以上学历
有相关行业经验者优先
具备良好的沟通协调能力
熟练使用办公软件",2026-02-28,4786,111
JOB748133,人力资源,职能,当当网,500-999人,医疗,南京,不限,3-5年,9146,14863,12004,"Excel,薪酬管理,招聘,PPT,培训,沟通协调","协调各部门之间的沟通
完成上级交办的其他任务
协助部门完成日常管理工作","3-5年以上相关工作经验
具备良好的沟通协调能力
有相关行业经验者优先
熟练使用办公软件",2026-02-07,2715,192
JOB462147,市场经理,市场,大疆创新,0-20人,零售,长沙,硕士,10年以上,21391,34761,28076,"媒介投放,品牌推广,公关,营销策划","制定市场推广策略和计划
分析市场动态和竞争对手
负责市场经理相关的市场推广工作","硕士及以上学历
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
具备良好的商务谈判能力",2026-02-21,2133,45
JOB952993,用户运营,运营,快手,500-999人,能源,重庆,硕士,1-3年,6348,10316,8332,"SEM,数据分析,活动策划,内容策划,社群运营,用户增长","维护用户关系，提升用户活跃度
策划和执行线上线下活动
负责用户运营相关的运营工作","1-3年以上运营经验
具备良好的文案写作能力
具备数据分析能力和运营思维
硕士及以上学历",2026-03-05,2404,131
JOB726543,法务专员,职能,阿里巴巴,0-20人,房地产,南京,硕士,10年以上,22574,36683,29628,"Excel,PPT,绩效考核,薪酬管理","整理和归档相关文件资料
负责法务专员相关工作
协助部门完成日常管理工作","硕士及以上学历
工作认真负责，细致耐心
10年以上以上相关工作经验
熟练使用办公软件",2026-02-17,2464,23
JOB505116,UI设计,设计,小米,20-99人,金融,长沙,不限,3-5年,9795,15918,12856,"3D Max,C4D,Sketch,Adobe XD,After Effects,Photoshop","根据需求进行创意设计和视觉表现
与产品、开发团队协作
制作设计稿和交互原型","不限及以上学历，设计相关专业优先
有优秀作品集者优先
具备良好的沟通理解能力
熟练使用设计软件和工具",2026-02-12,2828,126
JOB644559,市场经理,市场,平安科技,1000-9999人,零售,苏州,不限,1-3年,7192,11687,9439,"媒介投放,BD,公关,渠道拓展","分析市场动态和竞争对手
组织市场活动和品牌宣传
拓展市场渠道和合作伙伴","具备良好的商务谈判能力
具备市场策划和执行能力
熟悉各类营销渠道和推广方式
不限及以上学历",2026-02-23,2813,177
JOB214928,媒介专员,市场,海尔,100-499人,其他,杭州,大专,10年以上,22132,35964,29048,"渠道拓展,品牌推广,BD,媒介投放","制定市场推广策略和计划
组织市场活动和品牌宣传
负责媒介专员相关的市场推广工作","有相关行业资源者优先
10年以上以上市场推广经验
大专及以上学历
具备市场策划和执行能力",2026-02-04,1000,53
JOB119857,品牌经理,市场,携程,500-999人,能源,武汉,本科,5-10年,13227,21494,17360,"营销策划,渠道拓展,品牌推广,市场调研,公关,BD","分析市场动态和竞争对手
拓展市场渠道和合作伙伴
组织市场活动和品牌宣传","熟悉各类营销渠道和推广方式
具备良好的商务谈判能力
有相关行业资源者优先
5-10年以上市场推广经验",2026-02-04,1518,122
JOB659024,用户运营,运营,海尔,20-99人,医疗,成都,硕士,10年以上,22668,36835,29751,"社群运营,用户增长,数据分析,新媒体,SEO","策划和执行线上线下活动
分析运营数据，优化运营效果
制定运营策略和执行计划","具备数据分析能力和运营思维
具备良好的文案写作能力
有成功运营案例者优先
10年以上以上运营经验",2026-03-03,4797,178
JOB669576,公关经理,市场,优酷,0-20人,制造业,郑州,硕士,1-3年,7384,11999,9691,"公关,媒介投放,营销策划","组织市场活动和品牌宣传
制定市场推广策略和计划
负责公关经理相关的市场推广工作","具备良好的商务谈判能力
具备市场策划和执行能力
有相关行业资源者优先
硕士及以上学历",2026-03-03,4907,66
JOB354235,测试工程师,技术,新浪,0-20人,金融,青岛,不限,1-3年,5949,9668,7808,"MongoDB,NumPy,Jenkins,TypeScript,Pandas,数据结构","参与需求分析、系统设计、编码实现和测试
负责测试工程师相关的系统设计和开发工作
编写高质量、可维护的代码","1-3年以上相关工作经验
熟悉相关技术栈和开发工具
具备良好的沟通能力和团队协作精神
有大型项目经验者优先",2026-02-14,1733,198
